<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
TCSG;D;210505;000000;4463;4470;4405;4454.8;149648
TCSG;D;210506;000000;4461.2;4520;4392.2;4512;205082
TCSG;D;210507;000000;4530.2;4548;4454.2;4523.8;152553
TCSG;D;210510;000000;4526.8;4930;4508;4827.4;509734
TCSG;D;210511;000000;4816.2;4878;4685.8;4845.6;294870
TCSG;D;210512;000000;4846.2;4871.8;4635.2;4657.4;365534
TCSG;D;210513;000000;4686.8;4767.4;4584.6;4727.6;201286
TCSG;D;210514;000000;4727.4;4756.8;4580;4610;131237
TCSG;D;210517;000000;4601;4626.4;4500.6;4593.2;171300
TCSG;D;210518;000000;4590.2;4675.8;4565.4;4636.8;175681
TCSG;D;210519;000000;4668;4692.6;4515.6;4575.8;216098
TCSG;D;210520;000000;4543.6;4683;4481;4645;236890
TCSG;D;210521;000000;4664.6;4769.8;4654.4;4730.2;189649
TCSG;D;210524;000000;4737.8;4779.8;4730;4756;114142
TCSG;D;210525;000000;4768.6;4820;4754.2;4809.2;141901
TCSG;D;210526;000000;4807.6;5137;4795;5097.8;359767
TCSG;D;210527;000000;5100.6;5669.8;5084.4;5512;1161629
TCSG;D;210528;000000;5540;5574;5422.2;5491;523468
TCSG;D;210531;000000;5508.2;5672.2;5439.2;5512.6;161711
TCSG;D;210601;000000;5521.4;5605.4;5432.4;5472.2;335800
TCSG;D;210602;000000;5436;5505;5123;5315;708274
TCSG;D;210603;000000;5350;5374.8;5110;5183;381379
TCSG;D;210604;000000;5200;5328;4986.2;5308.4;584158
TCSG;D;210607;000000;5319.8;5365;5162.4;5230;233010
TCSG;D;210608;000000;5223;5273.6;5115;5160;152519
TCSG;D;210609;000000;5187.2;5300;5164.4;5300;194873
TCSG;D;210610;000000;5286;5375;5234.6;5329;200898
TCSG;D;210611;000000;5349;5806.2;5313.4;5723;515484
TCSG;D;210614;000000;5722;5846.4;5625;5732.2;301798
TCSG;D;210615;000000;5736.2;5769.2;5501.2;5532.2;289007
TCSG;D;210616;000000;5532;5566.2;5402;5458.2;243277
TCSG;D;210617;000000;5466.6;5480;5354;5440;294017
TCSG;D;210618;000000;5474.4;5766;5446;5716.8;618243
TCSG;D;210621;000000;5740;5773.4;5672.2;5728.6;192471
TCSG;D;210622;000000;5730;5857;5641.6;5808;208284
TCSG;D;210623;000000;5830.2;5971.6;5703;5889;263760
TCSG;D;210624;000000;5910.8;6250;5877;6135.4;440122
TCSG;D;210625;000000;6128.6;6163.8;6013.6;6124.4;243988
TCSG;D;210628;000000;6120.2;6317.8;6075.4;6174.8;359955
TCSG;D;210629;000000;6175;6265;6161;6210;185888
TCSG;D;210630;000000;6207;6479;6170;6421;349575
TCSG;D;210701;000000;6436.2;6436.2;6271;6347;249431
TCSG;D;210702;000000;6339;6443.2;6300.8;6383.2;234618
TCSG;D;210705;000000;6409;6644;6390;6630;226004
TCSG;D;210706;000000;6634.4;6991;6567.2;6762.2;658990
TCSG;D;210707;000000;6752.8;6891;6621;6680.6;315636
TCSG;D;210708;000000;6718;6719.2;6551.2;6673;237194
TCSG;D;210709;000000;6695.4;6720.6;6568.2;6625;178072
TCSG;D;210712;000000;6656;6802.6;6626.8;6796.6;250561
TCSG;D;210713;000000;6810;6828;6455;6527.4;392096
TCSG;D;210714;000000;6519.4;6539.8;6112.4;6306;551803
TCSG;D;210715;000000;6300;6460;6187;6393;212667
TCSG;D;210716;000000;6400;6591;6330.2;6412;342796
TCSG;D;210719;000000;6400;6495;6250;6379;211224
TCSG;D;210720;000000;6400.2;6467;6325;6410.2;159745
TCSG;D;210721;000000;6430.4;6565;6410.4;6480;195940
TCSG;D;210722;000000;6518;6570;6406.8;6519;173773
TCSG;D;210723;000000;6525;6557.8;6461.4;6523.2;129988
TCSG;D;210726;000000;6529.2;6666;6420;6660;185184
TCSG;D;210727;000000;6653.6;6768;6356;6474.8;255081
TCSG;D;210728;000000;6474.6;6492;6218.4;6314;207571
TCSG;D;210729;000000;6314.2;6400;6250;6357;345183
TCSG;D;210730;000000;6352.8;6368;5970;6113.8;367426
TCSG;D;210802;000000;6136;6255;6025;6169.8;228063
TCSG;D;210803;000000;6150;6449.2;6127;6416.6;273239
TCSG;D;210804;000000;6412.4;6577;6382;6544.2;255805
TCSG;D;210805;000000;6560;6761.8;6524.6;6747.2;337987
TCSG;D;210806;000000;6760;6875;6674;6749;306038
TCSG;D;210809;000000;6749.8;6983.2;6702;6925;305300
TCSG;D;210810;000000;6940.2;7104.6;6923.4;7062.2;306812
TCSG;D;210811;000000;7043.2;7095.8;6951.4;7027;212163
TCSG;D;210812;000000;7055.2;7084;6961.4;7025.2;186224
TCSG;D;210813;000000;7024;7059.8;6988.8;7047;85185
TCSG;D;210816;000000;7050;7249;7029;7213.6;265977
TCSG;D;210817;000000;7223;7436;7188;7433.8;339390
TCSG;D;210818;000000;7457.6;7499;7120;7213;382646
TCSG;D;210819;000000;7188.4;7329.6;6843.4;6983.4;436444
TCSG;D;210820;000000;7006.8;7080;6771.8;6844.4;288208
TCSG;D;210823;000000;6898;7056;6874.4;7003.2;206747
TCSG;D;210824;000000;7029;7083.4;6906.2;7029;216052
TCSG;D;210825;000000;7037.8;7130;6964.2;7005.4;156076
TCSG;D;210826;000000;7030;7065;6666;6807;385871
TCSG;D;210827;000000;6830.4;6830.4;6475.6;6633;532502
