<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GMKN;D;221026;000000;134.98;136.5;129.9;131.36;20588600
GMKN;D;221027;000000;131.56;133.8;130.5;132.66;15995800
GMKN;D;221028;000000;132.04;135.66;130.92;135.48;16517000
GMKN;D;221031;000000;136;138.3;134.26;137.58;15732300
GMKN;D;221101;000000;138;138.48;135.7;136.24;6907900
GMKN;D;221102;000000;136.32;136.8;132.5;134.04;6970200
GMKN;D;221103;000000;134.38;134.94;132.6;134.06;6383800
GMKN;D;221107;000000;135.4;140.9;134.94;140.7;13116400
GMKN;D;221108;000000;140.86;141.44;138.3;139.68;10451900
GMKN;D;221109;000000;139.42;141.38;135.72;137.2;13131800
GMKN;D;221110;000000;137.58;140.7;136.52;140.44;10095600
GMKN;D;221111;000000;140.6;147.64;140.6;147.64;21178700
GMKN;D;221114;000000;148.36;155;146.84;154.56;21913000
GMKN;D;221115;000000;154.88;154.98;145.4;149.84;23869400
GMKN;D;221116;000000;150.38;154.2;149.68;152.24;12884500
GMKN;D;221117;000000;152.12;153.2;147.74;149.46;11749700
GMKN;D;221118;000000;149.3;150.18;146.62;149.86;9738200
GMKN;D;221121;000000;149.68;149.94;144.74;146.54;13542300
GMKN;D;221122;000000;146.12;148.9;145.42;148.02;11458300
GMKN;D;221123;000000;148.2;148.8;146.7;147.52;7551800
GMKN;D;221124;000000;147.58;148.44;146.9;147.66;4960300
GMKN;D;221125;000000;147.6;147.6;145.7;146.32;5058200
GMKN;D;221128;000000;145.6;146.92;144.78;145.7;8255700
GMKN;D;221129;000000;146.06;147.44;143.14;144.64;10811400
GMKN;D;221130;000000;144.62;144.84;142.18;143.84;8193100
GMKN;D;221201;000000;144;147;143.06;146.5;11620600
GMKN;D;221202;000000;146.66;146.7;144.04;144.84;7787200
GMKN;D;221205;000000;145.18;149.78;144.3;148.24;13149600
GMKN;D;221206;000000;148.5;149.48;146.56;147.18;9091800
GMKN;D;221207;000000;147.1;150.98;145.56;150.38;12987100
GMKN;D;221208;000000;150.8;151.5;147.9;148.86;10857700
GMKN;D;221209;000000;149.04;150.66;148.2;149.4;8111100
GMKN;D;221212;000000;149.5;150;147;147.6;7820300
GMKN;D;221213;000000;147.86;149.98;147.14;149.24;8646400
GMKN;D;221214;000000;149.3;150.48;147.1;147.18;8810200
GMKN;D;221215;000000;146.48;146.9;142.2;142.8;17026900
GMKN;D;221216;000000;142.7;145.88;141.3;144.98;9794500
GMKN;D;221219;000000;144.88;148.8;143.4;146.52;12710100
GMKN;D;221220;000000;146.2;149.32;146.06;148.16;9210300
GMKN;D;221221;000000;148.98;149.8;147.16;148.7;8367000
GMKN;D;221222;000000;148.96;150.84;148.06;149.58;8873200
GMKN;D;221223;000000;149.56;149.56;148.12;149.04;3928500
GMKN;D;221226;000000;149.44;150.9;149.06;150.5;5616100
GMKN;D;221227;000000;150.8;153.2;150.6;152.82;9862100
GMKN;D;221228;000000;152.8;153.48;151;151.4;6886200
GMKN;D;221229;000000;151.3;152.8;150.12;152.42;4412800
GMKN;D;221230;000000;152.48;153;151.6;153;4216900
GMKN;D;230103;000000;153.48;155.5;153.18;155.2;4438600
GMKN;D;230104;000000;155.5;156.82;155.1;155.74;4063200
GMKN;D;230105;000000;155.88;155.9;153.24;153.4;3928100
GMKN;D;230106;000000;153.4;154.9;152.5;154.38;3600400
GMKN;D;230109;000000;154.36;155.58;152.88;153.7;5525900
GMKN;D;230110;000000;153.48;153.48;152.02;153.24;3471500
GMKN;D;230111;000000;153.34;154.78;153.2;154.1;4053200
GMKN;D;230112;000000;153.98;155.88;152.74;154.4;6350900
GMKN;D;230113;000000;154.24;154.4;152.8;153.34;5731400
GMKN;D;230116;000000;153.68;155.7;153.4;154.88;7217600
GMKN;D;230117;000000;154.94;156.4;152.5;152.94;8851100
GMKN;D;230118;000000;152.92;153.98;151.7;153.16;6525300
GMKN;D;230119;000000;153.12;153.5;151.02;152;4787100
GMKN;D;230120;000000;152.12;152.44;150.16;151.54;4857900
GMKN;D;230123;000000;146.92;149.96;145.8;149.8;13767900
GMKN;D;230124;000000;150.02;150.84;147.24;147.76;9541800
GMKN;D;230125;000000;147.56;149.54;146.3;148.82;8412500
GMKN;D;230126;000000;149.1;149.42;146.92;148;6540000
GMKN;D;230127;000000;147.96;150.88;147.2;150.32;9332400
GMKN;D;230130;000000;150.5;152;150.44;151.5;5828000
GMKN;D;230131;000000;151.78;153.1;150.34;151.44;6487200
GMKN;D;230201;000000;151.48;153;150.8;152.58;6641900
GMKN;D;230202;000000;152.72;153.86;151.1;151.64;5707900
GMKN;D;230203;000000;151.44;151.56;149.2;149.9;7334500
GMKN;D;230206;000000;150.1;150.18;148.4;149.42;10285700
GMKN;D;230207;000000;149.5;150;148.02;149.6;8034800
GMKN;D;230208;000000;149.62;151.38;148.16;148.52;9010700
GMKN;D;230209;000000;148.78;149.98;148.14;149.18;6847100
GMKN;D;230210;000000;148.9;149.38;146.22;148.4;13011900
GMKN;D;230213;000000;148.32;149.86;147.94;148.92;5077900
GMKN;D;230214;000000;148.86;149.52;147.6;147.6;5110800
GMKN;D;230215;000000;147.54;148.44;144.02;145;11051500
GMKN;D;230216;000000;145.98;147.38;143.16;143.98;8710900
GMKN;D;230217;000000;143.48;145.1;142.82;144.78;5269800
GMKN;D;230220;000000;144.76;146.28;142.6;145.4;5969700
GMKN;D;230221;000000;145.64;147.3;145.34;147.1;5146600
GMKN;D;230222;000000;147.4;147.92;144.44;144.74;6289500
GMKN;D;230224;000000;144.7;145.3;143.5;143.9;5140200
GMKN;D;230227;000000;143.7;145.98;143.18;145.78;6443200
GMKN;D;230228;000000;146.26;146.28;144.18;144.98;5046000
GMKN;D;230301;000000;145.22;148;144.62;147.34;7735200
GMKN;D;230302;000000;147.18;147.34;144.6;145.1;6832500
GMKN;D;230303;000000;145.12;145.84;144.5;145.62;3275300
GMKN;D;230306;000000;145.96;146.5;145;145.6;6717800
GMKN;D;230307;000000;145.7;147.84;145.22;146.76;7566900
GMKN;D;230309;000000;146.76;147.6;145.02;145.86;7809100
GMKN;D;230310;000000;145.48;146.6;144.7;145.76;4359400
GMKN;D;230313;000000;146.2;147.2;145.04;145.54;5128600
GMKN;D;230314;000000;145.36;146.08;145.1;145.56;4062000
GMKN;D;230315;000000;145.58;145.92;143.7;144.64;5267400
GMKN;D;230316;000000;144.7;145.36;143;144.42;7880200
GMKN;D;230317;000000;144.9;146.16;143.34;145.6;8282500
GMKN;D;230320;000000;145.76;150.44;144.82;150.44;14848100
GMKN;D;230321;000000;150.46;151.08;148.12;148.64;8053100
GMKN;D;230322;000000;148.62;150.2;147.5;149.7;6024800
GMKN;D;230323;000000;149.84;150.4;149;149.32;5189600
GMKN;D;230324;000000;149.26;150.96;149.1;150.8;5776000
GMKN;D;230327;000000;150.94;152;150.9;151.84;7036500
GMKN;D;230328;000000;152.08;152.9;151.02;151.86;5286300
GMKN;D;230329;000000;151.9;152.06;149.02;150.84;8276300
GMKN;D;230330;000000;150.8;150.8;149.04;150.24;4510000
GMKN;D;230331;000000;150.5;150.56;149.1;150.1;4824300
GMKN;D;230403;000000;150.3;151.5;150.3;150.84;6110200
GMKN;D;230404;000000;151.08;153.5;150.86;152.14;9706600
GMKN;D;230405;000000;152.22;152.4;150.5;152;6298600
GMKN;D;230406;000000;152.02;154.88;152;153.8;11975900
GMKN;D;230407;000000;154.46;154.8;153.5;154.3;6121100
GMKN;D;230410;000000;154.62;156.06;154;155;8051100
GMKN;D;230411;000000;155.46;156.72;153.14;153.6;10792700
GMKN;D;230412;000000;153.58;154.76;151.8;154.04;6945100
GMKN;D;230413;000000;154.12;154.76;153.08;154.04;4792900
GMKN;D;230414;000000;154.14;158.9;153.8;157.86;23507500
GMKN;D;230417;000000;158.86;159.94;157.7;159;10159600
GMKN;D;230418;000000;159.42;159.68;157.12;159.08;9684700
GMKN;D;230419;000000;159.04;161.04;157.9;159.18;15228600
GMKN;D;230420;000000;159.14;159.48;157.28;158.02;9483000
GMKN;D;230421;000000;157.44;159.7;154.2;157.98;13363600
GMKN;D;230424;000000;157.9;158.5;156;157;8042300
GMKN;D;230425;000000;156.98;157;155;155.38;6731900
GMKN;D;230426;000000;155.68;155.8;153.02;153.3;10746200
GMKN;D;230427;000000;153.32;153.88;152.02;153.7;15091700
GMKN;D;230428;000000;153.68;153.7;145.6;145.72;46783900
GMKN;D;230502;000000;145.06;146.84;143;145.42;31211100
GMKN;D;230503;000000;145.58;146.82;144;144.4;17744100
GMKN;D;230504;000000;144.7;145.74;143.8;144.7;7876600
GMKN;D;230505;000000;144.8;145.42;143.28;143.52;6792100
GMKN;D;230508;000000;143.5;143.96;142.02;142.18;4981400
GMKN;D;230510;000000;142.4;146.88;142.02;146.04;12000900
GMKN;D;230511;000000;146.5;147.54;143.4;144.76;13119300
GMKN;D;230512;000000;144.88;146.42;143.82;145.44;8440900
GMKN;D;230515;000000;146.32;147.96;145.5;147.68;9382200
GMKN;D;230516;000000;148.02;148.48;146.2;147.62;6315900
GMKN;D;230517;000000;147.6;148.5;146.82;147.78;5536800
GMKN;D;230518;000000;147.82;149.32;147;147.36;6692400
GMKN;D;230519;000000;146.92;147.4;145.2;147.3;7263900
GMKN;D;230522;000000;147.46;147.84;145.8;146.02;3857800
GMKN;D;230523;000000;146.18;146.84;145.26;146.48;5556400
GMKN;D;230524;000000;146.4;147.58;145.64;146.96;5359600
GMKN;D;230525;000000;147.2;147.2;145.5;145.62;4845400
GMKN;D;230526;000000;145.7;147.28;145.52;146.7;5277300
GMKN;D;230529;000000;146.98;147.96;145.62;146.54;6638400
GMKN;D;230530;000000;145.88;147.5;145.26;145.74;6371400
GMKN;D;230531;000000;145.5;145.88;144;145.8;5240800
GMKN;D;230601;000000;146.22;146.38;144.8;145.76;4539300
GMKN;D;230602;000000;146.04;147.94;145.8;147.82;6128600
GMKN;D;230605;000000;148.04;151.82;147.06;147.64;13797900
GMKN;D;230606;000000;147.68;148.14;145.16;146.44;9300600
GMKN;D;230607;000000;146.5;147.16;145.8;146.28;4273100
GMKN;D;230608;000000;146.28;147.6;145.84;147.38;3354300
GMKN;D;230609;000000;147.84;150.74;147.5;148.4;9045300
GMKN;D;230613;000000;148.58;150.98;148.52;150.94;6843800
GMKN;D;230614;000000;151.1;152.88;150;150.52;11274100
GMKN;D;230615;000000;150.54;153.44;150.06;152.86;11194500
GMKN;D;230616;000000;153.08;154.34;151.78;153.62;8108700
GMKN;D;230619;000000;153.48;155.48;153.3;155.1;10171200
GMKN;D;230620;000000;155.04;155.1;152;153.32;8095600
GMKN;D;230621;000000;153.34;154.46;152;153.06;7191800
GMKN;D;230622;000000;153.06;153.4;151.22;151.78;4705000
GMKN;D;230623;000000;151.74;152.8;149.38;149.88;7228100
GMKN;D;230626;000000;150.92;152;147.62;148.62;10588400
GMKN;D;230627;000000;149.1;149.44;146.92;148.42;12884900
GMKN;D;230628;000000;149.18;149.88;148.76;149.34;9226300
GMKN;D;230629;000000;149.6;150.62;147.86;148.82;10419500
GMKN;D;230630;000000;149.24;149.46;146.7;147.26;12072200
GMKN;D;230703;000000;148.2;148.7;146.06;147.02;13648300
GMKN;D;230704;000000;147.24;148.4;146.54;147.44;11334200
GMKN;D;230705;000000;148.16;149.16;147.48;148.68;11521700
GMKN;D;230706;000000;149.28;152.9;149.28;151.62;25994700
GMKN;D;230707;000000;152;152.4;150.24;150.8;8054300
GMKN;D;230710;000000;152;153.38;151.02;152.64;12580600
GMKN;D;230711;000000;152.76;153.02;151.8;153.02;6879800
GMKN;D;230712;000000;153.16;155.14;152.6;154.54;10575900
GMKN;D;230713;000000;155;156.98;153.36;155.4;19165900
GMKN;D;230714;000000;155.3;155.5;153.76;155.04;7735700
GMKN;D;230717;000000;154.36;158.18;154.04;157.74;14662300
GMKN;D;230718;000000;157.9;163.44;157.2;163.36;23949800
GMKN;D;230719;000000;163.48;168.8;161;165.46;29023700
GMKN;D;230720;000000;166.1;166.1;158.5;159.04;28128500
GMKN;D;230721;000000;159;162.48;158.82;160.82;17270500
GMKN;D;230724;000000;161.82;162.82;158.84;161.26;17048400
GMKN;D;230725;000000;161.3;163.2;160.5;162.6;10578400
GMKN;D;230726;000000;162.66;163.74;161.08;161.7;11102800
GMKN;D;230727;000000;161.96;163.44;161.8;161.9;7850900
GMKN;D;230728;000000;161.96;162.96;161.52;162.36;8139400
GMKN;D;230731;000000;163;167.3;162.94;167.12;20358000
GMKN;D;230801;000000;167.94;171.24;166.76;170;25588400
GMKN;D;230802;000000;169.78;169.78;165.2;165.6;30061300
GMKN;D;230803;000000;165.6;166.76;162.5;166.5;20684600
GMKN;D;230804;000000;166.58;168.74;162.72;163.38;24650100
GMKN;D;230807;000000;163.64;165.38;160.1;161.54;16733400
GMKN;D;230808;000000;161.48;162.74;158.62;161.06;15844500
GMKN;D;230809;000000;161.4;162.42;160.12;161.92;9508900
GMKN;D;230810;000000;162.28;164.94;162.22;164.64;10600800
GMKN;D;230811;000000;164.68;165.8;163.7;164.6;9250600
GMKN;D;230814;000000;165.52;168.52;161.9;162.8;22159600
GMKN;D;230815;000000;161.96;165.06;160.4;161.7;14359500
GMKN;D;230816;000000;162;162.9;158.3;159.08;15430400
GMKN;D;230817;000000;159.92;160.98;157;159.24;15311400
GMKN;D;230818;000000;159.32;162.84;157.48;161.98;13962800
GMKN;D;230821;000000;162.8;163.34;160.72;162.62;9148700
GMKN;D;230822;000000;163.06;163.98;161.7;162.7;9334400
GMKN;D;230823;000000;163.08;163.4;159.36;160.1;15070800
GMKN;D;230824;000000;160;161.48;159.64;160.82;10258900
GMKN;D;230825;000000;160.82;161.46;159.8;161.44;6663400
GMKN;D;230828;000000;162.04;168.42;161.94;167.8;25893500
GMKN;D;230829;000000;167.9;168.48;165.22;166.28;14635500
GMKN;D;230830;000000;166.4;168.5;165.06;166.8;10741500
GMKN;D;230831;000000;166.92;169.7;166.54;168.32;13736100
GMKN;D;230901;000000;168.86;169.46;167.38;167.86;7806000
GMKN;D;230904;000000;168.46;171.68;168.16;171.12;15136900
GMKN;D;230905;000000;171.36;172.4;169.04;170.6;13568600
GMKN;D;230906;000000;170.6;170.72;168.68;169;8488700
